Province,Weight,Value,Num. Transactions,Units,Month,Year,Av. Price
VIZCAYA,0.53,1.53,1,288,9,21,2.8867924528301887
ZARAGOZA,41.08,83.88,2,23280,9,21,2.0418695228821813
ALICANTE,82.71,225.34,10,49738,10,21,2.7244589529682024
ALMERIA,15.12,29.51,3,9492,10,21,1.951719576719577
BADAJOZ,48.23,42.18,2,28597,10,21,0.8745594028612897
CASTELLON,1622.38,2574.72,71,969101,10,21,1.5870018121525165
CORDOBA,30.34,40.09,3,19869,10,21,1.321357943309163
JAEN,1.96,7.8,1,877,10,21,3.979591836734694
MADRID,121.36,119.31,4,62535,10,21,0.9831081081081081
MURCIA,50.81,70.37,6,28617,10,21,1.3849635898445187
SEVILLA,3786.94,8075.89,284,2672623,10,21,2.132563494536486
VALENCIA,17.07,32.45,2,10225,10,21,1.9009958992384302
ZARAGOZA,1.02,2.69,1,604,10,21,2.6372549019607843
ALICANTE,238.75,460.2,26,145942,11,21,1.9275392670157068
ALMERIA,55.15,77.78,3,30380,11,21,1.4103354487760653
BADAJOZ,19.4,18.46,1,12320,11,21,0.9515463917525774
BARCELONA,1.36,3.93,4,1339,11,21,2.889705882352941
CACERES,20.09,18.9,1,10108,11,21,0.940766550522648
CASTELLON,2402.95,3771.88,78,1459001,11,21,1.5696872594103084
CIUDAD REAL,4.01,8.95,1,1920,11,21,2.2319201995012468
CORDOBA,117.18,217.64,11,80971,11,21,1.8573135347328893
MADRID,64.83,65.98,3,34626,11,21,1.0177387012185717
MALAGA,23.52,60.03,3,22808,11,21,2.552295918367347
MURCIA,96.84,108.02,8,55633,11,21,1.1154481619165633
RIOJA,12.34,18.39,1,7711,11,21,1.4902755267423016
SEVILLA,4152.73,9108.82,276,2956095,11,21,2.1934534631435225
VALENCIA,10.74,20.13,2,7323,11,21,1.8743016759776534
VIZCAYA,7.06,32.59,1,3654,11,21,4.61614730878187
ZARAGOZA,1.79,3.68,2,1046,11,21,2.0558659217877095
ALICANTE,357.54,574.23,31,216829,12,21,1.606058063433462
ALMERIA,28.48,57.76,3,16287,12,21,2.028089887640449
BADAJOZ,15.5,17.98,1,9153,12,21,1.16
BARCELONA,1.35,3.32,1,1352,12,21,2.459259259259259
CACERES,18.75,18.4,1,9434,12,21,0.9813333333333333
CASTELLON,1962.12,3108.03,73,1158373,12,21,1.5840162681181582
CORDOBA,19.4,18.46,1,12320,12,21,0.9515463917525774
MADRID,40.41,38.96,3,20447,12,21,0.9641177926255878
MURCIA,56.6,97.56,4,32288,12,21,1.7236749116607775
RIOJA,82.05,198.7,3,51661,12,21,2.42169408897014
SEVILLA,4137.32,9710.81,311,2895660,12,21,2.347125675558091
VALENCIA,22.87,47.26,3,14501,12,21,2.0664626147791867
ZARAGOZA,2.54,8.73,2,2030,12,21,3.437007874015748
ALICANTE,228.39,477.02,24,140326,1,22,2.0886203423967773
ALMERIA,57.88,103.39,3,44086,1,22,1.7862819626814097
BADAJOZ,38.84,34.72,2,22294,1,22,0.8939237899073119
CASTELLON,1172.88,1833.06,34,699138,1,22,1.5628708819316552
CORDOBA,97.23,167.68,9,65618,1,22,1.7245706057801091
MADRID,42.08,48.28,2,31274,1,22,1.1473384030418252
MURCIA,11.91,25.29,3,5543,1,22,2.123425692695214
RIOJA,56.7,162.55,1,35100,1,22,2.8668430335097
SEVILLA,2448.55,5922.39,182,1785304,1,22,2.4187335361744706
VALENCIA,23.05,58.43,1,14445,1,22,2.534924078091106
ZARAGOZA,20.16,40.7,1,12200,1,22,2.0188492063492065
ALICANTE,386.8,609.56,30,227600,2,22,1.5759048603929677
ALMERIA,15.88,34.81,2,8172,2,22,2.1920654911838793
BADAJOZ,19.4,17.03,1,12320,2,22,0.8778350515463919
BARCELONA,2.05,5.52,1,2047,2,22,2.6926829268292685
CASTELLON,1368.25,2456.41,45,829244,2,22,1.7952932578110725
CORDOBA,89.7,172.22,8,60502,2,22,1.9199554069119287
MADRID,21.74,25.91,3,11429,2,22,1.1918123275069
MALAGA,16.23,23.43,1,7074,2,22,1.44362292051756
MURCIA,35.08,94.19,3,19299,2,22,2.685005701254276
RIOJA,197.33,485.12,5,118656,2,22,2.4584199057416507
SEVILLA,3796.87,8216.78,283,2571937,2,22,2.1640930555957936
TARRAGONA,0.14,0.42,1,144,2,22,2.9999999999999996
VALENCIA,21.63,34.7,2,15194,2,22,1.6042533518261675
ALICANTE,405.42,704.62,32,242593,3,22,1.7380000986631148
ALMERIA,39.85,60.95,3,23917,3,22,1.5294855708908406
CASTELLON,630.7,1191.67,23,389720,3,22,1.8894403044236563
MADRID,40.18,44.39,2,19472,3,22,1.1047784967645595
MALAGA,53.08,112.84,4,38166,3,22,2.1258477769404673
MURCIA,61.67,120.89,7,39117,3,22,1.9602724177071509
SEVILLA,2237.04,5164.46,156,1555046,3,22,2.3086131673997783
VALENCIA,9.65,23.92,1,6255,3,22,2.478756476683938
ZARAGOZA,42.11,89.22,3,24008,3,22,2.1187366421277605
ALICANTE,264.6,483.54,24,155289,4,22,1.827437641723356
ALMERIA,35.48,54.17,6,19669,4,22,1.5267756482525368
BADAJOZ,19.4,18.36,1,12320,4,22,0.9463917525773197
CACERES,18.78,21.39,2,9456,4,22,1.1389776357827475
CASTELLON,913.74,1563.53,48,535309,4,22,1.7111322695734015
CORDOBA,40.71,58.48,3,27042,4,22,1.4365020879390813
JAEN,0.01,0.17,1,5,4,22,17.0
LLEIDA,0.04,0.21,1,29,4,22,5.25
MADRID,23.8,35.02,3,13228,4,22,1.4714285714285715
MALAGA,192.87,377.52,7,137889,4,22,1.9573806190698397
MURCIA,34.13,92.91,4,25104,4,22,2.722238499853501
NAVARRA,1.39,5.39,1,738,4,22,3.8776978417266186
RIOJA,18.9,24.25,1,9828,4,22,1.2830687830687832
SEVILLA,5085.87,11969.44,345,3356372,4,22,2.3534695145569984
VALENCIA,249.63,532.19,14,156543,4,22,2.13191523454713
VIZCAYA,5.86,30.86,1,3033,4,22,5.266211604095563
ZARAGOZA,0.49,1.65,1,275,4,22,3.36734693877551
A CORUÑA,0.71,2.6,1,300,5,22,3.661971830985916
ALICANTE,544.38,936.26,38,333482,5,22,1.7198648003233035
ALMERIA,12.14,36.84,4,7959,5,22,3.0345963756177925
BADAJOZ,19.44,15.63,1,12320,5,22,0.8040123456790124
BARCELONA,17.44,36.88,4,8658,5,22,2.114678899082569
CASTELLON,2094.11,3549.03,78,1247169,5,22,1.6947677056124082
CIUDAD REAL,6.13,12.96,2,3761,5,22,2.1141924959216967
CORDOBA,104.81,220.52,10,68203,5,22,2.103997710142162
MADRID,1.44,4.98,1,1400,5,22,3.458333333333334
MALAGA,88.55,277.48,7,81010,5,22,3.133596837944664
MURCIA,15.0,30.5,2,7974,5,22,2.033333333333333
RIOJA,76.04,132.56,5,40540,5,22,1.7432930036822725
SEVILLA,4457.14,11017.25,322,3106519,5,22,2.4718204947567273
VALENCIA,136.22,301.15,15,83797,5,22,2.2107620026427837
ZARAGOZA,21.33,49.66,3,11549,5,22,2.328176277543366
A CORUÑA,4.92,11.22,1,3088,6,22,2.280487804878049
ALICANTE,554.91,1038.33,47,329263,6,22,1.8711682975617667
ALMERIA,58.06,101.26,7,33312,6,22,1.7440578711677575
BADAJOZ,19.44,16.65,1,11600,6,22,0.8564814814814814
BARCELONA,9.48,20.43,2,4424,6,22,2.1550632911392404
CASTELLON,1192.49,2178.75,51,719825,6,22,1.8270593464096134
CORDOBA,81.41,131.01,6,54084,6,22,1.6092617614543667
LLEIDA,0.4,1.92,1,400,6,22,4.8
MADRID,1.42,4.7,2,804,6,22,3.309859154929578
MALAGA,52.26,172.48,6,48653,6,22,3.300420972062763
MURCIA,41.49,81.33,6,24254,6,22,1.960231381055676
NAVARRA,41.7,53.35,3,20275,6,22,1.2793764988009593
RIOJA,79.49,165.1,2,45708,6,22,2.0769908164549
SEVILLA,4318.43,10807.12,312,3077938,6,22,2.5025576424765483
TOLEDO,5.01,19.44,2,2592,6,22,3.880239520958084
VALENCIA,131.26,308.07,14,81301,6,22,2.347021179338717
ZARAGOZA,1.18,3.37,1,588,6,22,2.855932203389831
ALICANTE,289.46,575.17,25,170277,7,22,1.9870448421198093
ALMERIA,6.03,21.31,3,3515,7,22,3.533996683250414
BARCELONA,16.43,39.6,3,8058,7,22,2.410225197808886
CASTELLON,1248.78,2464.35,55,764289,7,22,1.973406044299236
CORDOBA,91.31,157.52,7,61445,7,22,1.7251122549556457
LLEIDA,0.84,4.12,2,770,7,22,4.904761904761905
MALAGA,109.16,216.15,8,71334,7,22,1.9801209234151704
MURCIA,63.13,146.1,6,33857,7,22,2.3142721368604464
NAVARRA,2.02,7.58,1,1323,7,22,3.7524752475247523
RIOJA,68.62,112.75,3,43162,7,22,1.6431069658991546
SEVILLA,4091.8,10196.25,291,2778091,7,22,2.4918739918862114
VALENCIA,157.98,336.95,14,93527,7,22,2.132864919610077
ZARAGOZA,41.59,81.76,1,24240,7,22,1.9658571772060591
